student_id,age,gender,study_hours_per_day,smartphone_usage_hours,social_media_hours,gaming_hours,streaming_hours,sleep_hours,class_attendance_percent,assignment_completion_percent,mental_health_status,final_exam_score,digital_distraction_time
8640,24,Female,4.51,4.22,3.38,4.01,0.72,7.16,99.15,96.46,Average,79.31,12.329999999999998
8641,19,Female,4.09,6.36,6.03,2.9,0.92,8.96,84.88,58.14,Good,59.63,16.21
8642,20,Female,4.76,3.52,5.66,2.79,0.0,6.25,82.17,73.2,Good,91.15,11.969999999999999
8643,19,Female,2.13,4.48,3.01,2.17,2.8,6.29,75.46,68.31,Good,59.17,12.46
8644,21,Female,5.43,6.42,4.07,1.45,1.07,7.47,81.38,83.95,Average,100.0,13.010000000000002
8645,19,Male,2.34,2.0,4.63,1.45,2.5,7.56,84.6,96.71,Poor,67.14,10.58
8646,17,Male,5.71,5.14,5.58,6.32,2.12,5.89,82.97,88.42,Poor,97.58,19.16
8647,23,Male,5.51,7.72,3.98,4.37,0.37,6.26,98.15,70.98,Average,53.81,16.439999999999998
8648,24,Male,5.03,6.04,0.56,3.42,2.18,5.64,100.0,61.35,Average,88.43,12.2
8649,17,Female,4.13,5.58,4.01,2.33,0.74,7.63,90.82,65.05,Good,73.92,12.66
8650,19,Female,8.22,4.66,1.33,2.75,0.57,7.51,77.12,69.21,Good,100.0,9.31
8651,18,Male,1.48,0.89,2.4,2.03,0.86,6.36,97.44,67.47,Poor,63.83,6.18
8652,24,Male,8.06,9.13,4.32,2.72,1.96,4.31,84.57,99.62,Good,83.22,18.130000000000003
8653,25,Male,3.14,4.15,7.02,2.61,3.09,4.22,87.03,77.77,Average,42.79,16.869999999999997
8654,23,Male,3.23,3.24,3.27,3.13,0.0,7.17,100.0,71.8,Good,100.0,9.64
8655,18,Female,6.7,1.8,5.85,2.6,0.93,4.17,79.82,61.83,Average,77.3,11.18
8656,25,Female,6.83,8.77,2.12,5.31,2.0,6.41,83.79,73.77,Average,100.0,18.2
8657,18,Male,3.76,2.5,4.19,3.73,1.93,4.26,84.88,77.55,Average,54.09,12.35
8658,18,Male,3.6,5.98,3.58,4.11,3.12,4.48,78.87,81.99,Average,57.7,16.79
8659,25,Female,3.85,1.76,2.28,1.05,1.89,7.45,63.63,62.94,Average,79.26,6.9799999999999995
8660,23,Male,7.55,6.62,1.87,3.11,2.5,8.2,57.52,56.96,Good,87.48,14.100000000000001
8661,18,Female,3.94,7.56,2.61,0.94,0.82,8.31,96.0,79.03,Good,100.0,11.93
8662,18,Male,6.22,3.41,3.73,3.45,1.14,3.8,83.17,84.75,Good,78.59,11.73
8663,24,Female,4.55,8.11,4.08,3.85,1.15,8.46,75.22,63.93,Good,100.0,17.189999999999998
8664,24,Female,6.63,5.67,4.21,3.21,2.98,8.0,94.33,80.59,Good,100.0,16.07
8665,20,Male,8.51,3.79,4.58,3.72,2.91,6.69,100.0,92.35,Good,100.0,15.0
8666,23,Male,6.78,3.26,2.98,2.17,2.59,6.8,82.49,72.74,Poor,100.0,11.0
8667,24,Male,6.15,6.42,5.22,1.73,0.98,8.15,67.02,82.13,Average,100.0,14.35
8668,24,Male,4.3,2.76,6.2,3.54,0.0,7.69,87.73,80.41,Good,77.97,12.5
8669,18,Female,1.79,5.14,0.85,2.93,0.79,10.0,83.76,90.12,Average,84.58,9.71
8670,17,Female,2.92,7.36,4.28,1.0,0.73,7.18,94.1,100.0,Average,87.15,13.370000000000001
8671,17,Male,3.61,3.16,6.07,2.81,2.36,7.33,80.45,93.05,Average,66.86,14.4
8672,19,Male,0.0,5.76,3.94,3.14,1.4,4.93,95.5,88.48,Good,50.59,14.24
8673,23,Male,3.53,3.41,4.11,3.67,0.09,3.59,83.41,92.28,Poor,66.5,11.280000000000001
8674,25,Female,5.33,8.37,6.43,1.81,1.27,9.3,89.36,89.95,Good,100.0,17.88
8675,18,Male,8.58,4.45,4.27,4.49,0.89,7.75,87.02,100.0,Good,100.0,14.100000000000001
8676,17,Female,3.99,7.51,5.57,4.49,1.11,7.75,62.62,80.66,Average,79.35,18.68
8677,23,Female,2.61,7.8,1.69,3.76,0.65,9.04,98.56,79.8,Average,69.15,13.899999999999999
8678,24,Male,4.97,7.53,3.95,2.23,2.81,6.99,100.0,47.68,Average,62.54,16.52
8679,20,Female,6.3,1.8,6.19,3.15,1.38,6.63,97.5,51.92,Good,94.51,12.52
8680,25,Male,5.05,4.75,4.12,2.95,0.83,7.0,86.22,78.88,Average,100.0,12.65
8681,22,Female,1.95,3.87,3.41,0.0,1.32,5.88,86.0,98.48,Good,84.23,8.600000000000001
8682,22,Female,1.32,8.46,4.68,1.68,1.82,9.16,55.56,73.35,Average,18.69,16.64
8683,17,Female,6.55,3.11,5.62,3.06,3.32,5.27,97.61,72.41,Poor,91.97,15.11
8684,24,Female,5.11,6.84,5.34,3.78,0.66,5.38,100.0,98.61,Poor,85.84,16.619999999999997
8685,23,Male,7.6,3.96,5.17,2.7,1.65,5.61,100.0,75.33,Good,100.0,13.48
8686,22,Male,4.83,4.86,4.94,3.62,1.15,8.34,76.79,100.0,Average,100.0,14.57
8687,25,Male,1.04,7.02,2.91,1.67,1.25,5.57,88.18,56.84,Average,18.59,12.85
8688,20,Male,4.81,10.82,1.14,5.98,0.0,4.56,83.5,60.64,Poor,58.72,17.94
8689,21,Female,7.63,5.67,2.01,4.19,3.3,9.17,84.59,93.48,Average,100.0,15.17
8690,24,Male,4.19,5.52,4.6,0.0,1.43,8.26,92.08,65.45,Good,100.0,11.549999999999999
8691,25,Male,4.61,6.0,4.51,0.71,3.7,4.25,80.68,85.12,Good,81.85,14.92
8692,23,Male,3.59,8.94,2.98,1.06,3.53,8.59,85.59,72.02,Average,77.38,16.509999999999998
8693,18,Female,5.47,5.76,5.73,0.93,0.44,5.65,100.0,80.87,Good,100.0,12.86
8694,25,Male,5.19,6.95,0.46,2.31,3.81,6.43,84.99,65.94,Average,82.97,13.530000000000001
8695,19,Male,2.72,3.21,3.02,1.88,1.16,8.54,80.6,99.12,Good,72.59,9.27
8696,25,Male,4.16,4.28,4.65,2.57,1.55,6.42,74.16,100.0,Good,92.06,13.05
8697,17,Male,6.5,6.0,0.0,4.79,2.45,6.77,81.94,76.92,Average,100.0,13.24
8698,22,Male,3.71,8.26,4.63,0.39,3.02,6.64,91.2,85.68,Average,76.89,16.299999999999997
8699,21,Male,4.7,5.46,4.96,3.01,1.5,6.9,87.12,87.6,Poor,99.35,14.93
8700,22,Female,5.92,6.87,2.25,1.47,1.94,8.03,79.68,100.0,Poor,88.65,12.530000000000001
8701,21,Female,5.28,7.02,4.91,4.04,1.59,7.35,94.62,73.18,Average,84.93,17.56
8702,23,Male,7.27,5.11,5.6,2.85,0.79,9.41,85.24,33.39,Average,74.83,14.349999999999998
8703,18,Male,4.86,5.76,3.15,2.23,3.11,7.69,86.49,100.0,Average,100.0,14.25
8704,23,Male,3.13,4.43,4.03,0.0,3.78,7.21,91.19,70.33,Good,71.61,12.24
8705,23,Female,5.34,3.99,1.99,2.1,3.19,6.1,79.61,49.76,Average,91.22,11.27
8706,23,Male,6.41,6.88,7.55,4.08,2.46,5.04,78.48,60.34,Average,95.78,20.97
8707,19,Female,6.06,3.0,2.9,1.25,0.0,6.53,85.53,73.91,Good,100.0,7.15
8708,19,Female,5.71,6.31,5.7,1.9,1.2,9.57,78.28,67.57,Average,99.48,15.11
8709,24,Female,6.39,7.37,2.4,2.57,3.77,7.17,93.78,65.67,Good,100.0,16.11
8710,24,Female,2.26,7.9,2.58,2.12,3.4,7.71,72.08,73.36,Average,39.63,16.0
8711,23,Male,4.34,4.12,2.52,0.33,0.99,7.6,81.13,62.68,Average,99.86,7.96
8712,23,Male,5.2,7.24,2.43,0.45,1.71,7.88,85.78,100.0,Poor,95.61,11.83
8713,17,Female,3.36,10.49,1.8,0.73,1.2,10.0,85.19,99.13,Average,74.42,14.22
8714,17,Female,4.94,5.39,4.95,0.12,2.56,7.19,83.2,60.63,Average,73.28,13.02
8715,17,Male,6.89,0.13,4.25,2.51,1.08,7.08,91.19,83.15,Poor,100.0,7.97
8716,18,Female,2.03,3.44,2.53,1.48,2.39,7.41,91.57,83.88,Poor,49.49,9.84
8717,24,Male,1.63,6.25,4.29,0.0,0.25,8.2,93.52,88.17,Average,50.18,10.79
8718,21,Female,4.03,1.14,2.37,3.13,3.86,8.22,85.05,80.06,Average,83.27,10.5
8719,17,Male,3.17,4.47,5.52,2.74,4.75,9.25,82.01,80.88,Average,60.21,17.48
8720,22,Male,0.0,11.83,4.44,0.84,2.0,5.59,85.49,68.92,Poor,30.69,19.11
8721,21,Male,7.94,6.58,3.11,3.18,3.89,8.14,87.5,93.97,Poor,63.7,16.759999999999998
8722,22,Female,5.62,5.23,3.62,0.0,0.0,6.37,81.33,87.61,Average,85.12,8.850000000000001
8723,23,Male,5.19,4.96,0.58,1.22,0.0,5.62,96.23,100.0,Poor,76.02,6.76
8724,20,Female,8.64,1.99,1.55,3.09,3.12,8.25,78.55,97.35,Good,100.0,9.75
8725,22,Female,0.74,7.44,0.74,2.15,0.79,6.15,100.0,85.23,Average,45.03,11.120000000000001
8726,20,Male,4.71,5.45,7.78,2.68,3.42,6.22,70.28,87.49,Average,79.36,19.330000000000002
8727,19,Female,2.69,4.67,1.88,2.51,3.34,6.85,99.93,66.87,Good,92.96,12.399999999999999
8728,25,Male,3.74,2.99,5.73,2.76,1.93,7.82,78.28,76.67,Good,92.6,13.41
8729,18,Male,3.23,7.55,2.59,2.12,2.45,5.52,98.38,79.5,Good,73.67,14.71
8730,18,Female,4.79,5.46,5.89,3.34,0.76,9.38,88.23,82.18,Average,72.1,15.45
8731,25,Male,5.51,5.99,3.37,3.71,1.83,6.15,92.82,84.81,Good,91.12,14.9
8732,19,Female,3.02,3.2,2.22,3.29,1.67,7.68,86.08,48.22,Good,89.71,10.379999999999999
8733,19,Male,3.39,6.88,2.52,1.09,3.15,6.75,91.75,69.45,Good,90.43,13.64
8734,24,Female,7.61,7.55,0.0,3.23,1.49,8.45,79.1,68.58,Average,98.0,12.27
8735,24,Male,5.72,6.66,2.6,2.15,2.17,5.16,75.28,83.83,Poor,62.69,13.58
8736,19,Male,4.08,3.75,1.22,0.78,4.6,8.41,100.0,53.45,Good,78.81,10.35
8737,24,Female,6.82,7.63,5.69,1.92,0.0,7.38,100.0,51.06,Average,100.0,15.24
8738,25,Male,5.57,4.24,0.69,3.88,2.9,7.18,91.04,84.58,Average,100.0,11.71
8739,19,Female,2.67,5.88,1.1,3.92,1.57,7.24,73.58,97.73,Average,54.72,12.469999999999999
8740,19,Female,2.44,11.64,4.26,0.33,2.26,7.77,79.56,57.82,Poor,42.6,18.490000000000002
8741,17,Female,1.95,8.17,5.44,2.21,3.54,4.52,77.15,74.68,Average,33.05,19.36
8742,23,Male,9.36,6.89,4.11,4.84,1.59,6.44,96.76,47.14,Average,72.81,17.43
8743,22,Male,3.51,9.16,1.21,3.17,0.91,7.37,84.88,74.71,Poor,53.21,14.45
8744,20,Male,2.17,5.36,6.11,0.8,4.49,7.79,83.68,82.62,Average,55.89,16.76
8745,20,Male,1.25,6.09,3.2,1.94,2.3,7.47,87.16,75.26,Poor,30.05,13.530000000000001
8746,23,Female,5.92,4.34,1.94,1.88,3.34,8.12,64.76,82.39,Good,92.09,11.5
8747,20,Female,4.48,5.92,4.81,5.18,2.62,4.99,85.19,57.31,Average,49.73,18.53
8748,18,Female,5.5,7.08,3.54,2.0,0.82,8.65,72.68,88.25,Average,75.16,13.440000000000001
8749,24,Male,4.04,8.18,3.68,0.0,1.14,7.0,92.89,87.26,Average,81.74,13.0
8750,19,Male,5.74,7.4,4.31,2.71,3.29,7.09,86.97,63.12,Average,95.77,17.71
8751,17,Male,5.25,7.51,3.49,2.62,0.68,6.71,94.03,75.79,Poor,93.26,14.3
8752,19,Male,4.58,6.0,5.26,0.94,0.46,7.95,84.62,80.41,Poor,88.22,12.66
8753,19,Female,3.88,9.61,1.29,0.59,1.42,9.67,87.84,71.05,Good,90.77,12.91
8754,22,Female,4.3,7.79,1.24,1.72,3.14,5.1,69.72,77.14,Poor,46.87,13.89
8755,17,Male,2.83,8.19,1.75,0.64,1.6,6.82,85.57,85.62,Average,54.55,12.18
8756,20,Female,4.25,7.07,1.89,3.07,2.07,10.0,82.34,100.0,Average,99.9,14.1
8757,18,Male,2.91,1.43,0.0,1.47,0.79,5.01,93.87,64.05,Good,68.34,3.6899999999999995
8758,17,Male,5.9,5.03,3.0,2.55,0.41,8.99,100.0,67.02,Good,65.82,10.99
8759,21,Male,2.16,6.15,3.3,2.9,0.6,7.51,95.89,80.15,Good,67.65,12.95
8760,19,Female,5.93,4.18,1.31,4.22,1.13,7.68,90.4,88.2,Average,94.73,10.84
8761,25,Male,0.12,4.43,0.63,1.45,0.57,8.69,86.19,92.55,Average,69.88,7.08
8762,25,Male,0.0,3.16,4.14,1.16,2.77,9.85,100.0,70.17,Good,66.95,11.23
8763,23,Female,3.11,4.46,3.02,2.01,2.92,5.21,72.77,67.33,Poor,71.1,12.41
8764,18,Female,3.23,5.49,6.71,0.95,0.74,6.26,81.31,80.05,Poor,81.63,13.89
8765,18,Female,3.27,10.92,0.0,3.96,1.22,8.6,82.27,85.72,Average,80.05,16.1
8766,23,Male,8.13,9.09,4.23,1.01,0.36,7.46,63.85,72.27,Good,100.0,14.690000000000001
8767,20,Female,4.14,5.79,0.21,2.99,0.71,7.83,77.9,85.42,Good,77.06,9.7
8768,25,Female,5.55,7.69,1.76,0.92,4.04,7.03,91.18,82.73,Poor,97.29,14.41
8769,25,Male,4.68,2.4,1.94,0.47,2.41,7.96,93.17,70.13,Average,88.59,7.220000000000001
8770,21,Male,3.47,4.6,0.87,0.91,2.11,9.66,85.77,94.81,Good,100.0,8.489999999999998
8771,23,Female,2.48,5.03,2.74,1.06,1.4,7.08,77.07,97.17,Good,59.57,10.23
8772,25,Female,4.15,5.84,4.09,0.71,2.02,8.48,63.78,92.3,Good,87.32,12.66
8773,20,Female,6.66,7.24,2.39,3.47,1.14,9.13,83.03,100.0,Good,100.0,14.24
8774,21,Female,1.54,1.2,1.7,3.2,2.05,6.22,64.56,96.2,Average,76.81,8.15
8775,17,Male,5.69,8.52,5.84,2.64,0.83,7.61,79.66,73.12,Good,98.64,17.83
8776,17,Female,6.06,8.01,3.45,2.47,1.83,6.48,83.57,78.8,Good,81.79,15.76
8777,23,Male,5.61,2.9,3.58,3.16,1.68,7.46,85.18,81.93,Poor,68.93,11.32
8778,21,Male,4.58,4.83,4.38,0.49,0.48,7.8,85.17,78.23,Good,100.0,10.18
8779,25,Female,6.14,5.8,2.91,2.17,2.04,5.02,71.79,68.25,Average,100.0,12.92
8780,23,Male,5.02,7.41,2.09,0.0,1.87,6.73,94.52,100.0,Average,100.0,11.370000000000001
8781,20,Male,3.45,3.89,6.58,0.77,1.5,4.45,63.67,85.04,Poor,66.19,12.74
8782,24,Male,5.25,4.04,4.39,3.88,3.1,7.85,72.8,84.29,Poor,77.86,15.41
8783,23,Female,8.2,3.15,3.56,0.0,0.0,5.96,83.15,80.26,Average,100.0,6.71
8784,25,Female,7.38,9.75,5.64,2.75,2.44,8.42,82.92,79.3,Average,79.84,20.58
8785,20,Female,1.84,4.6,0.53,2.7,1.79,4.24,89.56,86.12,Average,26.25,9.620000000000001
8786,24,Male,3.28,9.93,4.83,3.99,2.25,6.64,92.29,100.0,Good,100.0,21.0
8787,19,Female,4.09,4.46,4.94,0.0,4.25,5.63,87.29,90.57,Good,85.52,13.650000000000002
8788,23,Male,4.49,7.51,6.03,3.75,2.85,6.66,71.63,85.82,Average,75.59,20.14
8789,17,Female,3.3,6.22,5.47,0.97,3.37,8.1,85.88,100.0,Poor,78.43,16.029999999999998
8790,22,Female,2.85,6.21,6.77,2.04,0.73,9.34,76.49,100.0,Average,75.51,15.75
8791,20,Female,5.34,4.45,4.68,1.34,3.06,6.75,82.1,70.39,Good,84.8,13.530000000000001
8792,25,Male,4.9,1.75,5.35,2.34,1.36,8.03,87.36,78.96,Average,100.0,10.799999999999999
8793,17,Male,5.51,1.82,5.52,3.46,0.6,4.5,76.18,74.5,Good,70.55,11.4
8794,23,Male,3.61,3.89,0.0,2.61,1.32,10.0,74.68,48.11,Poor,54.69,7.82
8795,23,Female,3.82,2.65,2.64,3.24,1.87,7.17,89.31,96.11,Average,100.0,10.4
8796,24,Female,4.05,4.01,3.23,1.58,0.59,9.32,82.66,50.43,Average,77.06,9.41
8797,17,Female,5.77,7.78,4.34,1.64,1.45,6.12,88.81,70.36,Good,90.22,15.21
8798,25,Female,1.17,5.98,5.69,3.75,1.94,7.56,87.34,42.51,Good,49.02,17.36
8799,18,Male,1.85,5.39,1.89,3.15,0.0,7.02,100.0,100.0,Good,67.29,10.43
8800,19,Male,4.79,1.84,0.91,3.4,1.92,7.0,96.02,84.3,Good,99.12,8.07
8801,24,Male,2.3,8.81,3.16,0.0,1.24,8.73,76.39,75.92,Good,29.68,13.21
8802,24,Female,10.7,5.29,6.04,3.9,0.35,9.11,97.51,86.86,Good,100.0,15.579999999999998
8803,24,Female,5.19,9.31,5.75,0.0,0.0,4.25,96.35,87.41,Average,68.52,15.06
8804,17,Female,2.03,1.99,3.24,2.84,1.74,8.04,86.05,86.67,Good,71.5,9.81
8805,17,Male,2.72,5.85,3.78,1.45,2.5,10.0,63.54,68.98,Good,44.01,13.579999999999998
8806,21,Female,5.22,5.11,5.63,4.23,0.83,7.57,83.53,82.48,Average,73.75,15.8
8807,25,Female,7.9,1.22,0.18,1.5,1.62,7.41,84.99,76.73,Average,100.0,4.52
8808,22,Female,4.67,3.51,0.93,2.16,2.2,6.91,73.92,76.15,Good,93.41,8.8
8809,17,Female,4.62,3.02,6.42,3.03,2.06,7.79,83.91,68.77,Average,90.49,14.53
8810,21,Male,9.82,10.3,3.09,0.0,3.57,4.26,80.63,72.02,Average,78.24,16.96
8811,20,Male,5.64,8.2,3.36,1.45,0.7,5.75,77.3,54.55,Poor,86.9,13.709999999999999
8812,19,Male,8.01,3.27,0.0,0.0,2.94,6.61,89.58,69.11,Good,100.0,6.21
8813,22,Female,2.93,6.43,1.85,1.66,0.35,5.16,91.16,83.73,Good,85.5,10.29
8814,22,Female,0.0,6.93,3.68,4.06,1.0,7.9,82.65,82.45,Good,53.66,15.67
8815,17,Female,6.31,6.53,3.58,0.55,1.79,9.02,90.38,96.47,Good,100.0,12.45
8816,18,Male,6.18,7.87,1.38,3.69,1.91,6.13,87.99,75.43,Good,98.57,14.850000000000001
8817,18,Male,2.18,5.69,5.34,2.31,0.74,6.33,91.27,72.84,Average,89.2,14.080000000000002
8818,17,Male,3.12,7.18,1.88,1.79,3.02,7.09,89.57,96.36,Poor,64.47,13.87
8819,20,Female,6.1,6.23,3.65,1.09,1.51,7.09,88.99,77.37,Good,93.08,12.48
8820,21,Female,6.38,8.76,3.45,2.24,1.67,3.67,92.51,70.75,Average,60.57,16.12
8821,21,Female,3.19,5.13,2.4,0.6,1.18,6.78,77.29,64.81,Average,87.75,9.309999999999999
8822,17,Female,3.34,0.6,5.91,1.5,3.34,6.5,99.85,65.84,Good,95.26,11.35
8823,22,Female,6.34,4.49,3.34,2.26,0.04,6.89,84.97,73.24,Good,78.16,10.129999999999999
8824,25,Male,1.89,6.06,4.36,3.3,1.08,7.07,76.4,88.47,Poor,42.33,14.8
8825,24,Male,4.77,10.23,5.44,2.4,2.61,4.49,82.17,96.28,Average,68.2,20.68
8826,25,Male,3.09,7.14,2.4,3.55,1.74,7.81,87.72,75.77,Good,91.29,14.829999999999998
8827,22,Male,10.57,6.11,7.13,2.83,0.65,7.11,93.16,71.62,Average,100.0,16.720000000000002
8828,22,Male,5.17,10.21,3.72,0.0,3.75,7.02,68.31,74.52,Average,72.73,17.68
8829,23,Female,3.7,5.57,5.99,3.24,0.0,6.37,69.12,75.76,Good,86.57,14.8
8830,20,Female,6.98,9.03,4.07,1.13,1.47,6.67,76.89,95.82,Poor,98.9,15.7
8831,19,Male,4.05,5.36,1.61,1.15,0.0,6.77,89.25,71.9,Poor,85.85,8.120000000000001
8832,23,Female,2.31,7.81,4.91,3.03,0.0,7.42,93.93,74.04,Poor,32.02,15.75
8833,20,Female,1.01,6.22,2.72,3.09,0.0,9.75,84.59,78.09,Good,62.38,12.030000000000001
8834,22,Female,6.3,5.34,3.9,4.01,1.36,5.16,88.24,78.21,Average,93.07,14.61
8835,23,Female,8.29,4.4,3.8,3.09,0.77,8.39,74.06,88.28,Good,100.0,12.06
8836,24,Male,4.09,5.85,4.72,2.83,1.59,6.04,98.3,65.71,Good,76.3,14.99
8837,25,Male,8.06,5.9,4.09,1.46,2.65,5.83,72.75,79.55,Good,100.0,14.1
8838,18,Female,5.08,7.59,4.44,1.13,2.61,4.91,78.73,81.78,Average,89.85,15.77
8839,17,Male,4.09,6.04,5.28,1.3,1.95,8.21,74.56,63.53,Good,77.15,14.57
8840,25,Female,3.09,5.15,2.48,1.39,2.32,7.93,85.09,84.61,Poor,59.96,11.34
8841,19,Male,2.61,4.99,5.07,0.22,1.6,7.47,93.26,83.64,Poor,70.53,11.88
8842,19,Female,3.58,5.85,1.34,0.0,2.98,7.74,92.91,75.44,Average,91.34,10.17
8843,21,Female,4.44,7.03,3.52,3.77,1.22,8.83,65.83,94.25,Average,94.2,15.54
8844,25,Female,3.99,3.94,4.33,0.0,0.82,5.36,67.89,91.2,Good,100.0,9.09
8845,24,Male,0.85,4.31,1.94,2.62,0.78,5.38,78.34,41.92,Good,47.17,9.65
8846,25,Female,5.24,3.67,3.87,5.61,2.37,7.58,95.11,81.32,Good,100.0,15.520000000000001
8847,20,Male,2.83,6.7,3.56,5.5,2.94,8.24,75.84,75.59,Good,64.0,18.7
8848,22,Male,4.98,7.61,4.13,0.0,1.65,7.33,79.09,93.47,Average,94.75,13.39
8849,18,Male,5.87,0.0,4.26,6.02,2.7,6.07,100.0,67.3,Average,84.4,12.98
8850,24,Male,1.17,7.4,3.15,3.78,1.09,8.23,95.69,100.0,Poor,50.83,15.42
8851,20,Male,3.6,4.32,2.58,1.64,2.4,6.05,72.15,86.7,Average,94.15,10.94
8852,23,Male,6.74,5.01,3.05,3.88,1.6,10.0,81.41,82.56,Average,89.04,13.54
8853,23,Female,8.36,6.13,2.85,3.99,2.34,7.08,80.25,59.31,Average,99.68,15.309999999999999
8854,22,Female,3.11,5.94,3.49,3.62,0.67,9.95,69.16,88.72,Average,80.44,13.72
8855,25,Female,3.8,5.55,5.08,4.58,2.12,6.94,64.23,92.87,Good,73.62,17.330000000000002
8856,20,Male,4.84,4.97,2.77,3.02,1.65,9.7,71.98,78.39,Average,74.87,12.41
8857,23,Male,1.42,3.4,4.41,3.6,0.78,5.9,93.05,85.38,Average,91.2,12.19
8858,18,Female,7.6,4.51,2.76,1.09,1.0,7.05,100.0,68.21,Poor,97.88,9.36
8859,24,Male,5.72,3.54,1.53,1.36,1.88,6.27,79.48,95.92,Good,100.0,8.309999999999999
8860,24,Male,5.14,5.53,6.45,1.24,2.29,6.57,71.24,61.26,Good,100.0,15.510000000000002
8861,22,Female,1.85,7.62,1.16,1.62,0.0,5.8,74.79,59.49,Poor,58.52,10.4
8862,25,Male,3.2,7.86,6.24,3.69,0.97,6.07,88.73,89.85,Average,66.94,18.76
8863,24,Female,6.33,5.82,2.89,2.0,1.2,6.4,79.16,94.76,Poor,65.12,11.91
8864,23,Female,3.74,4.87,5.42,4.16,1.04,9.16,96.43,85.82,Good,83.71,15.490000000000002
8865,22,Female,4.14,3.14,3.19,2.68,2.91,6.81,79.97,80.87,Good,88.19,11.920000000000002
8866,19,Female,5.31,3.58,5.17,0.99,2.61,5.43,83.53,71.38,Poor,84.12,12.35
8867,17,Male,7.44,4.39,1.21,1.29,0.0,4.58,82.92,74.7,Good,100.0,6.89
8868,20,Male,4.43,7.79,3.33,0.98,0.44,6.1,90.15,76.58,Average,65.9,12.540000000000001
8869,20,Female,5.01,9.15,1.12,1.36,0.97,8.24,54.79,92.48,Poor,72.66,12.600000000000001
8870,17,Male,3.4,10.59,2.83,4.17,0.49,9.11,100.0,46.03,Good,75.12,18.08
8871,22,Female,2.22,8.15,3.48,1.49,0.57,6.91,96.33,81.69,Good,51.59,13.690000000000001
8872,23,Male,3.04,4.27,5.11,2.41,4.4,7.26,95.65,38.08,Good,59.01,16.19
8873,17,Female,3.39,9.83,2.89,2.16,2.38,10.0,83.36,97.66,Poor,79.02,17.26
8874,20,Male,0.0,4.6,2.92,1.01,0.0,8.68,69.33,73.03,Poor,55.09,8.53
8875,21,Male,8.76,7.66,4.51,5.23,1.42,5.58,87.79,92.31,Average,100.0,18.82
8876,17,Female,6.99,6.7,5.03,0.0,3.16,6.47,89.6,59.71,Average,90.5,14.89
8877,25,Female,0.0,6.67,0.91,3.56,2.98,7.92,84.1,54.11,Average,64.62,14.12
8878,19,Female,2.32,4.59,3.14,1.75,0.0,5.61,78.92,74.44,Good,74.76,9.48
8879,25,Male,5.52,5.05,2.05,3.92,1.53,7.71,68.07,85.68,Average,74.25,12.55
8880,19,Female,1.29,6.74,5.76,0.0,1.29,4.53,79.1,59.6,Average,22.88,13.79
8881,19,Male,9.26,4.19,6.88,2.09,3.93,7.18,92.11,56.84,Average,100.0,17.09
8882,22,Female,6.99,3.09,4.85,1.38,1.18,6.82,90.31,77.78,Average,100.0,10.5
8883,22,Male,2.92,2.39,4.47,1.36,1.48,7.12,82.79,76.19,Average,68.1,9.700000000000001
8884,17,Female,2.38,3.97,1.39,7.66,2.86,4.42,89.45,95.69,Average,54.11,15.88
8885,21,Male,4.34,0.27,3.98,3.11,2.96,6.45,85.62,65.05,Good,84.24,10.32
8886,22,Male,5.4,1.15,5.0,4.34,3.5,6.29,90.87,91.18,Average,97.33,13.99
8887,23,Male,5.98,4.19,3.59,2.66,2.67,9.1,67.18,98.03,Good,100.0,13.11
8888,20,Male,3.2,2.12,2.19,3.39,3.22,7.05,94.68,62.54,Good,90.4,10.920000000000002
8889,21,Female,5.44,3.33,4.46,4.09,1.43,6.66,89.38,68.72,Average,92.39,13.31
8890,19,Female,6.74,7.56,3.74,1.99,2.15,5.58,84.88,64.3,Good,75.12,15.440000000000001
8891,18,Female,1.83,3.15,3.23,0.0,2.24,9.78,86.64,76.0,Poor,62.75,8.620000000000001
8892,20,Female,6.2,7.73,3.03,2.7,0.77,6.79,73.19,80.76,Average,91.27,14.23
8893,23,Female,1.07,4.15,6.43,1.57,2.97,8.42,81.61,84.47,Good,84.84,15.120000000000001
8894,25,Male,7.02,4.35,3.41,0.23,1.82,5.81,93.17,98.94,Good,100.0,9.809999999999999
8895,24,Female,0.92,2.85,3.75,2.14,3.27,6.88,100.0,72.17,Good,42.89,12.01
8896,22,Female,6.34,6.64,5.12,2.94,1.98,7.5,89.73,80.64,Average,94.71,16.68
8897,24,Male,3.81,0.79,2.79,1.9,2.25,10.0,76.36,74.45,Good,89.45,7.7299999999999995
8898,24,Female,5.19,2.88,3.9,3.04,2.17,9.12,72.98,79.57,Average,64.34,11.989999999999998
8899,24,Female,5.19,4.06,3.79,3.35,0.0,6.3,81.74,78.17,Average,92.13,11.2
8900,17,Female,3.38,9.83,3.97,0.86,0.58,8.0,94.49,85.41,Average,99.74,15.24
8901,22,Male,2.75,0.35,1.79,1.15,2.56,5.85,70.41,78.34,Average,70.23,5.85
8902,25,Male,4.3,6.83,0.43,4.2,0.75,7.2,71.83,94.61,Average,68.68,12.21
8903,25,Male,6.53,5.54,6.27,1.61,2.19,3.5,79.47,84.77,Good,77.57,15.61
8904,20,Male,5.87,3.56,3.4,0.0,1.71,7.23,94.11,55.34,Average,97.27,8.67
8905,20,Female,2.02,7.27,3.94,3.26,1.35,4.34,76.03,52.76,Good,27.44,15.819999999999999
